                                                  

       SCF,CCSD
   -77.65977781,   -78.13963226
   -77.59381070,   -78.07324977
   -77.57830847,   -78.12568272
   -77.44726578,   -77.85807019
   -77.23387005,   -77.63114875
   -76.86981936,   -77.24389234
   -75.86266263,   -76.21036257
   -74.42629722,   -74.74486646
   -72.49325906,   -72.78645543
   -70.03356120,   -70.30367843
   -68.61179360,   -68.90798069
   -69.09840694,   -69.37053664
   -67.06174549,   -67.30432092
   -55.59950953,   -55.76683414
   -48.88400913,   -49.00093437
                                                  
