                                                  

        SCF,CCSD
   -109.36069245,   -110.01573081
   -109.24882279,   -109.88361795
   -109.30536584,   -109.99745076
   -109.35527348,   -110.05620060
   -109.12808080,   -109.74168852
   -109.07751156,   -109.67146329
   -108.53183044,   -109.08439841
   -107.45491249,   -107.95607879
   -106.91458649,   -107.38931865
   -105.89234255,   -106.33676200
   -103.55152520,   -103.97379507
   -100.63530994,   -101.02789020
    -97.06768872,    -97.43320646
    -92.81878372,    -93.15897570
    -87.91231567,    -88.21809325
    -62.62112755,    -62.77733962
                                                  
