                                                  

         SCF
   -3753.597622
   -3753.373132
   -3731.602275
   -3749.581527
   -3746.881248
   -3752.840133
   -3747.394292
   -3736.502674
   -3743.514865
   -3721.058144
   -3750.764992
   -3744.863400
   -3750.628323
   -3749.330735
   -3749.153456
   -3742.093480
                                                  
