                                                  

       SCF,CCSD
   -77.62845069,   -78.11224915
   -77.56126256,   -78.04544172
   -77.54594757,   -78.09756640
   -77.41570138,   -77.83116215
   -77.20049783,   -77.60231299
   -76.83907849,   -77.21783157
   -75.83301260,   -76.18542204
   -74.39617058,   -74.71939501
   -72.46017766,   -72.75799640
   -69.99406339,   -70.26881246
   -68.57743210,   -68.88201146
   -69.04054722,   -69.31722314
   -67.01152643,   -67.25851021
   -55.56972334,   -55.73964430
   -48.86984152,   -48.98800198
                                                  
