                                                  

        SCF,CCSD
   -108.29026210,   -109.0811062
   -108.29617964,   -109.0470818
   -108.21977406,   -109.0198392
   -108.27946969,   -109.0795612
   -108.11646816,   -108.8556897
   -108.07248970,   -108.8529982
   -107.68937285,   -108.3980125
   -107.48690613,   -108.2015920
   -106.95754106,   -107.6511134
   -105.41517740,   -106.0235406
   -103.10215552,   -103.6383408
    -99.89563305,   -100.4088620
                                                  
