                                                  

       SCF,CCSD
   -39.68775927,   -40.04252900
   -39.68108447,   -40.02519355
   -39.62202174,   -39.95079055
   -39.53353727,   -39.85853227
   -39.48531861,   -39.79161813
   -39.06828321,   -39.34948318
   -38.88460778,   -39.15508549
   -39.02775959,   -39.30910424
   -38.61511003,   -38.87495735
   -38.33090880,   -38.58489757
   -36.06544645,   -36.28394661
   -33.25984432,   -33.43473804
   -29.89114184,   -30.01402951
                                                  
