                                                  

       SCF,CCSD
   -57.07214094,   -57.48033057
   -57.06449068,   -57.44304617
   -57.01577866,   -57.43760320
   -56.80260026,   -57.14864695
   -56.86161718,   -57.20637746
   -56.33778822,   -56.65110951
   -55.48525247,   -55.77149992
   -54.19911283,   -54.46158955
   -53.27069630,   -53.52890829
   -54.00071051,   -54.26974108
   -53.70220313,   -53.96134596
   -52.47781413,   -52.71353300
   -44.32007387,   -44.48230230
   -39.32006633,   -39.43390764
   -33.40202668,   -33.49702787
   -19.56648585,   -19.61630076
                                                  
