                                                  

        SCF,CCSD
   -108.27523946,   -109.0700892
   -108.28457992,   -109.0403968
   -108.20051979,   -109.0051317
   -108.26841478,   -109.0716850
   -108.10222195,   -108.8462700
   -108.05293827,   -108.8373499
   -107.67984854,   -108.3939549
   -107.47383647,   -108.1933558
   -106.94638695,   -107.6450409
   -105.40530471,   -106.0154930
   -103.08269541,   -103.6182867
    -99.85099346,   -100.3635485
                                                  
