                                                  

        SCF,CCSD
   -108.53687292,   -109.2993715
   -108.54151957,   -109.2673810
   -108.46734304,   -109.2369632
   -108.52663135,   -109.3002681
   -108.36264463,   -109.0751389
   -108.32051129,   -109.0696939
   -107.94287830,   -108.6265542
   -107.74386951,   -108.4304212
   -107.21964613,   -107.8858684
   -105.65809756,   -106.2375700
   -103.29024609,   -103.7987890
    -99.98281226,   -100.4790295
                                                  
