                                                  

       SCF,CCSD
   -77.70409449,   -78.18319072
   -77.63846925,   -78.11688619
   -77.62290092,   -78.16945229
   -77.49154564,   -77.90125593
   -77.27934091,   -77.67559240
   -76.91362736,   -77.28650021
   -75.90538601,   -76.25170835
   -74.46825500,   -74.78530441
   -72.53508514,   -72.82662490
   -70.07629161,   -70.34462896
   -68.65363934,   -68.94731997
   -69.15205364,   -69.42262643
   -67.10683691,   -67.34762853
   -55.65604786,   -55.82213187
   -48.94008426,   -49.05642469
                                                  
