z,bind
1.4,0.0014413300000259976
1.5,-0.115611769999995
1.6,-0.1983283699999927
1.7,-0.25424666999999457
1.8,-0.289210969999979
1.9,-0.30790127000001033
2.0,-0.31407776999999126
2.1,-0.3107745699999864
2.2,-0.3004283699999999
2.3,-0.28501786999999834
2.4,-0.2660965700000102
