                                                  

        SCF,CCSD
   -108.24271712,   -109.0245329
   -108.25092533,   -108.9944330
   -108.16969178,   -108.9609769
   -108.23535836,   -109.0263078
   -108.06950237,   -108.8009311
   -108.02144204,   -108.7922166
   -107.64944935,   -108.3515963
   -107.44652206,   -108.1537810
   -106.91919578,   -107.6057089
   -105.37067922,   -105.9704909
   -103.03611754,   -103.5633087
    -99.78781058,   -100.2947450
                                                  
