                                                  

       SCF,CCSD
   -55.99741458,   -56.40056313
   -55.99510978,   -56.36887658
   -55.94949719,   -56.36474527
   -55.73705944,   -56.07824506
   -55.78855051,   -56.12961906
   -55.26973457,   -55.57894217
   -54.41666447,   -54.69945217
   -53.13303551,   -53.39269223
   -52.21053688,   -52.46788674
   -52.92910438,   -53.19689055
   -52.63162532,   -52.88964589
   -51.41771420,   -51.65121129
   -43.38288930,   -43.54318114
                                                  
