                                                  

       SCF,CCSD
   -39.53619218,   -39.89842522
   -39.52584896,   -39.87544756
   -39.47526205,   -39.81277297
   -39.37808892,   -39.70807232
   -39.33479846,   -39.64885914
   -38.91510834,   -39.20113300
   -38.73384165,   -39.00936245
   -38.87889957,   -39.16861255
   -38.46784115,   -38.73395704
   -38.18169421,   -38.44075230
   -35.91890322,   -36.14215926
   -33.11857298,   -33.29610253
   -29.75849239,   -29.87983999
                                                  
