                                                  

       SCF,CCSD
   -57.07037519,   -57.47859734
   -57.06274745,   -57.44136201
   -57.01402319,   -57.43589040
   -56.80091474,   -57.14707242
   -56.85987249,   -57.20469214
   -56.33608520,   -56.64951260
   -55.48348887,   -55.76980808
   -54.19731981,   -54.45978973
   -53.26888290,   -53.52696756
   -53.99897416,   -54.26787913
   -53.70035938,   -53.95936754
   -52.47616400,   -52.71178924
   -44.31772891,   -44.47966588
   -39.31753329,   -39.43104261
   -33.39939893,   -33.49411842
   -19.56447402,   -19.61420451
                                                  
