                                                  

       SCF,CCSD
   -56.29973304,   -56.71256273
   -56.29234091,   -56.67591004
   -56.24423788,   -56.67040870
   -56.03128615,   -56.38207405
   -56.08939399,   -56.43949968
   -55.56661080,   -55.88479223
   -54.71540130,   -55.00653303
   -53.43194044,   -53.69927664
   -52.50944003,   -52.77396353
   -53.23680316,   -53.51135320
   -52.93036848,   -53.19465749
   -51.71453091,   -51.95484055
   -43.67235397,   -43.83778070
                                                  
