                                                  

        SCF,CCSD
   -108.20151800,   -109.0152961
   -108.21123706,   -108.9866161
   -108.12651039,   -108.9503348
   -108.19576830,   -109.0181357
   -108.02869804,   -108.7922718
   -107.97836848,   -108.7814604
   -107.61013431,   -108.3445254
   -107.40505051,   -108.1445491
   -106.87884917,   -107.5978890
   -105.33655939,   -105.9618200
   -103.00592806,   -103.5511579
    -99.75515938,   -100.2728997
                                                  
