                                                  

       SCF,CCSD
   -56.86885440,   -57.27396941
   -56.86065620,   -57.23606371
   -56.81187231,   -57.23038462
   -56.59867194,   -56.94137836
   -56.65813965,   -57.00003200
   -56.13401338,   -56.44427103
   -55.28182209,   -55.56535202
   -53.99630251,   -54.25644944
   -53.06650705,   -53.32247877
   -53.80113832,   -54.06865634
   -53.49700242,   -53.75430658
   -52.27605841,   -52.50995972
   -44.14124981,   -44.30172993
                                                  
