                                                  

       SCF,CCSD
   -77.76518948,   -78.24433292
   -77.69916373,   -78.17764599
   -77.68362959,   -78.23032832
   -77.55243846,   -77.96217544
   -77.33974640,   -77.73601638
   -76.97397536,   -77.34686700
   -75.96542412,   -76.31176663
   -74.52769948,   -74.84477838
   -72.59358662,   -72.88516980
   -70.13346135,   -70.40185943
   -68.70892999,   -69.00265296
   -69.20825208,   -69.47890030
   -67.16228148,   -67.40315586
   -55.70407056,   -55.87016277
   -48.98376872,   -49.10009081
                                                  
