                                                  

       SCF,CCSD
   -39.94845470,   -40.32241007
   -39.93574387,   -40.29867677
   -39.88407118,   -40.23318372
   -39.78831872,   -40.13207136
   -39.74547795,   -40.07151106
   -39.31922402,   -39.61875807
   -39.13184383,   -39.42050021
   -39.28601712,   -39.58688874
   -38.86011085,   -39.13792185
   -38.57547900,   -38.84720158
   -36.30044742,   -36.53523023
   -33.48078698,   -33.66898536
   -30.09305305,   -30.22447415
                                                  
