                                                  

       SCF,CCSD
   -56.87159146,   -57.27672653
   -56.86328616,   -57.23870872
   -56.81447400,   -57.23300920
   -56.60117808,   -56.94389162
   -56.66081349,   -57.00271787
   -56.13653688,   -56.44680028
   -55.28437399,   -55.56790811
   -53.99889240,   -54.25904181
   -53.06914014,   -53.32511478
   -53.80400908,   -54.07153466
   -53.49963013,   -53.75693640
   -52.27869371,   -52.51259722
   -44.14408305,   -44.30454574
                                                  
