                                                  

       SCF,CCSD
   -56.67189291,   -57.08395057
   -56.66294513,   -57.04557676
   -56.61398407,   -57.03976852
   -56.40088786,   -56.75072868
   -56.46111051,   -56.80998553
   -55.93701718,   -56.25407647
   -55.08606529,   -55.37593906
   -53.80198856,   -54.06793589
   -52.87784045,   -53.14019000
   -53.60861284,   -53.88145732
   -53.30368275,   -53.56628732
   -52.08296194,   -52.32179784
   -43.96991755,   -44.13460769
                                                  
