                                                  

         SCF
   -3331.682642
   -3331.626396
   -3331.655675
   -3331.472800
   -3331.434791
   -3331.090531
   -3330.901014
   -3330.643006
   -3330.359646
   -3328.160791
   -3325.442497
   -3322.182282
   -3318.132010
   -3313.486547
   -3308.226397
                                                  
