                                                  

       SCF,CCSD
   -57.07038002,   -57.48001992
   -57.06275961,   -57.44282995
   -57.01404787,   -57.43735890
   -56.80090037,   -57.14854706
   -56.85987303,   -57.20612629
   -56.33607386,   -56.65095779
   -55.48350425,   -55.77121728
   -54.19735321,   -54.46111916
   -53.26888252,   -53.52820355
   -53.99890508,   -54.26895447
   -53.70024628,   -53.96042063
   -52.47613667,   -52.71290161
   -44.31761850,   -44.48034358
                                                  
