                                                  

       SCF,CCSD
   -77.71831561,   -78.19760939
   -77.65186970,   -78.13045416
   -77.63643840,   -78.18340782
   -77.50532364,   -77.91515497
   -77.29178829,   -77.68813947
   -76.92610144,   -77.29906017
   -75.91802607,   -76.26441803
   -74.48112765,   -74.79823562
   -72.54826188,   -72.83984857
   -68.97081206,   -70.35764479
   -68.66760933,   -68.96136022
   -69.16581499,   -69.43642528
   -67.12082632,   -67.36165142
   -55.67296330,   -55.83892096
   -48.95861225,   -49.07477471
                                                  
