                                                  

       SCF,CCSD
   -77.56278981,   -78.04811686
   -77.50079808,   -77.98661450
   -77.48483591,   -78.03661740
   -77.35166997,   -77.76924830
   -77.14018535,   -77.54418390
   -76.77952794,   -77.16072412
   -75.76921736,   -76.12397074
   -74.32813600,   -74.65332748
   -72.38842702,   -72.68766605
   -69.91976576,   -70.19524449
   -68.51912086,   -68.82627333
   -68.96262858,   -69.23903030
   -66.93649609,   -67.18327797
   -55.49724422,   -55.66692986
   -48.80074811,   -48.91841318
                                                  
