                                                  

       SCF,CCSD
   -56.87051102,   -57.27626880
   -56.86273646,   -57.23880063
   -56.81438624,   -57.23325626
   -56.59999348,   -56.94353455
   -56.65942233,   -57.00208527
   -56.13442126,   -56.44557989
   -55.28152333,   -55.56588114
   -53.99588106,   -54.25664024
   -53.06666476,   -53.32313950
   -53.80097406,   -54.06866325
   -53.49612305,   -53.75368692
   -52.27643720,   -52.51059216
   -44.14747153,   -44.30754914
                                                  
