                                                  

       SCF,CCSD
   -77.77367109,   -78.26177899
   -77.70834331,   -78.19637535
   -77.69273228,   -78.24849029
   -77.56150617,   -77.98039238
   -77.35105686,   -77.75659070
   -76.98529072,   -77.36739300
   -75.97763660,   -76.33262420
   -74.54050967,   -74.86538017
   -72.60644846,   -72.90483519
   -70.14553515,   -70.41964574
   -68.74485296,   -69.04752830
   -69.22022123,   -69.49545316
   -67.17244203,   -67.41755782
   -55.72597699,   -55.89499722
   -49.01003189,   -49.12797275
                                                  
