                                                  

       SCF,CCSD
   -77.78381365,   -78.26287960
   -77.71815888,   -78.19660017
   -77.70255247,   -78.24904523
   -77.57116545,   -77.98092655
   -77.35868894,   -77.75496683
   -76.99308754,   -77.36601809
   -75.98382859,   -76.33025245
   -74.54507324,   -74.86227092
   -72.60956101,   -72.90130127
   -70.14764945,   -70.41624397
   -68.72093482,   -69.01505400
   -69.22046810,   -69.49135886
   -67.17430972,   -67.41541021
   -55.71394983,   -55.88020003
   -48.99241772,   -49.10885634
                                                  
