                                                  

        SCF,CCSD
   -108.19362044,   -108.9770260
   -108.20295710,   -108.9479019
   -108.11884141,   -108.9121242
   -108.18735086,   -108.9793791
   -108.02045097,   -108.7535202
   -107.97064728,   -108.7433789
   -107.60049097,   -108.3042388
   -107.39543650,   -108.1045374
   -106.86815097,   -107.5564660
   -105.32144783,   -105.9228284
   -102.98958957,   -103.5180977
    -99.74494148,   -100.2527765
                                                  
