Z,SCF,CCSD,A_SCF,A_CCSD,B_SCF,B_CCSD
1.4,-11706.29296,-11709.62246,-11704.92990,-11708.12680,-1.49969181,-1.49969181
1.5,-11706.42379,-11709.73695
1.6,-11706.51806,-11709.81760
1.7,-11706.58355,-11709.87193
1.8,-11706.62631,-11709.90571
1.9,-11706.65124,-11709.92351
2.0,-11706.66229,-11709.92902
2.1,-11706.66265,-11709.92521
2.2,-11706.65488,-11709.91447
2.3,-11706.64102,-11709.89875
2.4,-11706.62267,-11709.87959
