                                                  

       SCF,CCSD
   -37.83348927,   -38.16817253
   -37.78950163,   -38.11860851
   -37.80155951,   -38.16161452
   -37.63785336,   -37.94439802
   -37.64823960,   -37.93637094
   -37.22588428,   -37.49083565
   -37.05293495,   -37.30546077
   -36.79750041,   -37.04166246
   -36.51277439,   -36.74891013
   -34.29489092,   -34.49962738
   -31.56315749,   -31.72739585
   -28.29749036,   -28.41186856
   -24.23672191,   -24.33257263
   -19.59143796,   -19.66642826
   -14.34459502,   -14.39699917
                                                  
