                                                  

        SCF,CCSD
   -109.35386553,   -110.01178318
   -109.24195861,   -109.87962491
   -109.29817559,   -109.99321228
   -109.34845941,   -110.05227756
   -109.12123371,   -109.73770786
   -109.07110099,   -109.66787961
   -108.52544934,   -109.08084216
   -107.44905358,   -107.95299692
   -106.90901300,   -107.38638004
   -105.88706407,   -106.33411614
   -103.54641081,   -103.97122695
   -100.63026745,   -101.02518666
    -97.06257417,    -97.43016364
    -92.81348989,    -93.15542566
    -87.90689323,    -88.21391016
    -62.61656589,    -62.77318501
                                                  
