                                                  

       SCF,CCSD
   -40.10212701,   -40.48304271
   -40.09027563,   -40.45681279
   -40.03957470,   -40.39680138
   -39.94190475,   -40.28882862
   -39.89798099,   -40.23062818
   -39.47183610,   -39.77403332
   -39.28567970,   -39.57716701
   -39.43551112,   -39.74332940
   -39.01499053,   -39.29784532
   -38.72685386,   -39.00114663
   -36.45450291,   -36.69122998
   -33.63368349,   -33.82152526
   -30.23984835,   -30.36664441
                                                  
