                                                  

       SCF,CCSD
   -56.44729576,   -56.85329250
   -56.43943935,   -56.81592204
   -56.39135051,   -56.81003600
   -56.17621698,   -56.52029071
   -56.23586105,   -56.57941320
   -55.70941280,   -56.02153405
   -54.85521505,   -55.14088605
   -53.56840154,   -53.83074517
   -52.63961850,   -52.89833783
   -53.37932459,   -53.64866999
   -53.05475983,   -53.31334245
   -51.84800571,   -52.08381080
   -43.69725051,   -43.85925160
                                                  
