                                                  

         SCF
   -3331.684027
   -3331.626368
   -3331.652840
   -3331.472800
   -3331.500688
   -3331.090531
   -3330.901014
   -3330.643006
   -3330.359646
   -3328.160775
   -3325.442497
   -3322.182282
   -3318.132010
   -3313.486547
   -3308.226397
                                                  
