                                                  

       SCF,CCSD
   -41.45175080,   -41.82487761
   -41.43007419,   -41.79403163
   -41.39612463,   -41.74532781
   -41.27563076,   -41.61859302
   -41.25384501,   -41.57968207
   -40.81122732,   -41.10988232
   -40.63977198,   -40.92887254
   -40.80362859,   -41.10667598
   -40.35871857,   -40.63727825
   -40.07427925,   -40.34755507
   -37.64782955,   -37.88573900
   -34.65651440,   -34.84836271
   -31.07875141,   -31.21338845
                                                  
