                                                  

       SCF,CCSD
   -40.06521793,   -40.43961455
   -40.05295966,   -40.41442323
   -40.00244021,   -40.35240223
   -39.90084427,   -40.26450921
   -39.90496166,   -40.24705330
   -39.86141939,   -40.18750931
   -39.43503271,   -39.73245226
   -39.24820351,   -39.53464723
   -39.39969253,   -39.70062640
   -38.97602208,   -39.25234320
   -38.68991197,   -38.95923955
   -36.41464771,   -36.64660871
   -33.59232752,   -33.77682365
   -30.19862382,   -30.32487659
   -21.07634893,   -21.15595706
   -15.54488701,   -15.59914585
   -39.60771787,   -39.91134884
                                                  
