                                                  

       SCF,CCSD
   -39.33240221,   -39.67584838
   -39.31975596,   -39.65065601
   -39.27194306,   -39.59055966
   -39.17635840,   -39.48795868
   -39.13066008,   -39.42654529
   -38.71392730,   -38.98281272
   -38.52378358,   -38.78154549
   -38.67376977,   -38.94581971
   -38.26788925,   -38.51777498
   -37.98118514,   -38.22380303
   -35.65679881,   -35.86597426
   -32.81122361,   -32.97706496
   -29.42745398,   -29.53992440
                                                  
