gaps	degen	wei
0.000000000000	16	0.000000000000
-4.093334658166	14	0.059682292214
4.730766202658	17	0.044682455245
15.462902815910	16	0.004182326631
12.164710106476	14	0.006757662102
17.647080918862	12	0.003211103070
1.776095115686	2	0.317006056842
4.388603228046	2	0.051921515891
5.106294861919	2	0.038352018054
6.688070836790	2	0.022356214683
8.759480984519	2	0.013032965681
9.050317849486	2	0.012208781914
9.788092888227	2	0.010437676580
10.716020876117	2	0.008708290295
14.242407461516	2	0.004929844120
18.052631353561	2	0.003068449447
1.717521505189	4	0.338996826669
3.985432826069	4	0.062957723064
4.354534588124	4	0.052737132376
4.584527041900	4	0.047578519335
5.305865633974	4	0.035521189830
5.401941095524	4	0.034268911632
5.698714423813	4	0.030792589474
6.444995679999	4	0.024074359351
7.622091255939	4	0.017212807500
8.448583362421	4	0.014009808945
8.958482954251	4	0.012460373389
9.428538544936	4	0.011248930623
9.611579768770	4	0.010824564953
10.254884786416	4	0.009509078423
10.522675017790	4	0.009031246254
10.897339448710	4	0.008420910305
12.274091891708	4	0.006637755623
14.530707619826	4	0.004736161156
15.665082087320	4	0.004075066028
17.784435953955	4	0.003161693806
22.021010849291	4	0.002062174908
1.096988206218	6	0.830990546213
1.622351093957	6	0.379935879216
3.876275094547	6	0.066553487542
4.290935757745	6	0.054312022430
4.319121879123	6	0.053605466683
4.517503167317	6	0.049000788498
5.135110986994	6	0.037922794339
5.380773574861	6	0.034539064127
5.615066347754	6	0.031716862211
6.118711012758	6	0.026710383047
7.225327501924	6	0.019155122150
7.405796486229	6	0.018232929527
7.661818982070	6	0.017034768099
8.135597685094	6	0.015108490362
8.341664639497	6	0.014371250127
8.548016283039	6	0.013685772565
9.324145837206	6	0.011502225688
9.761343766511	6	0.010494959928
10.413013305357	6	0.009222467923
11.011672598885	6	0.008246951096
11.750631790095	6	0.007242317573
12.344285464483	6	0.006562481428
13.228118100334	6	0.005714837327
14.006221044215	6	0.005097509548
15.499112746221	6	0.004162807468
16.492010694775	6	0.003676654194
21.536036127505	6	0.002156097807
22.370196615116	6	0.001998298662
0.980956903649	8	1.039202407280
1.471307315507	8	0.461948127799
3.436479567203	8	0.084678365795
4.162409845289	8	0.057717873202
4.295953116639	8	0.054185231578
4.765473759747	8	0.044033969265
4.856441958188	8	0.042399779177
5.128905748594	8	0.038014612104
5.742108762139	8	0.030328935776
5.919903074821	8	0.028534535524
6.656839027534	8	0.022566483538
7.298268528753	8	0.018774151708
7.492986211418	8	0.017811075032
7.665487256119	8	0.017018468223
8.157705677055	8	0.015026711050
8.417148154150	8	0.014114648168
9.026141028146	8	0.012274272770
9.754423574251	8	0.010509856329
10.305117567468	8	0.009416599469
10.763223111666	8	0.008632077169
10.936335754635	8	0.008360963549
11.813279772523	8	0.007165706586
12.433600715797	8	0.006468538491
12.634579696181	8	0.006264384432
13.189477434135	8	0.005748371422
13.624790599496	8	0.005386917537
14.194979018886	8	0.004962842470
16.882723696396	8	0.003508447436
17.737686386534	8	0.003178381732
22.036767420512	8	0.002059227000
0.825095862673	10	1.468896449792
1.274771109438	10	0.615368944700
2.893516744517	10	0.119439506455
3.816014148126	10	0.068672055601
3.942546889470	10	0.064334845989
4.700643021514	10	0.045256968310
5.035613906934	10	0.039436208262
5.612825322602	10	0.031742194365
6.007511293032	10	0.027708359151
6.286906936974	10	0.025300315482
6.598569347866	10	0.022966796877
7.264760657835	10	0.018947738331
7.460858448093	10	0.017964800523
7.475665734494	10	0.017893704113
7.638999439820	10	0.017136694070
7.866777387273	10	0.016158694810
9.024409451516	10	0.012278983523
9.836368058794	10	0.010335475415
9.939026249621	10	0.010123071977
11.089038326905	10	0.008132278271
11.343164446288	10	0.007771977658
12.122630018012	10	0.006804657937
12.505125380676	10	0.006394754836
12.750297613408	10	0.006151193031
12.832108021983	10	0.006073009860
13.325245417875	10	0.005631830393
13.855887965888	10	0.005208723138
17.413737001720	10	0.003297737159
18.561493866706	10	0.002902512827
0.622917855776	12	2.577142541625
1.118377746730	12	0.799508280417
3.223798344220	12	0.096219758870
3.629982371444	12	0.075891121036
4.580246754146	12	0.047667486118
4.638077299270	12	0.046486198802
4.884098973948	12	0.041920947277
5.935954892084	12	0.028380419847
6.137381455032	12	0.026548119667
6.960188828549	12	0.020642293837
7.170902913198	12	0.019446986591
7.234522516585	12	0.019106461109
7.458762841132	12	0.017974896688
8.001796159867	12	0.015617986113
8.103132764424	12	0.015229796166
8.433642205035	12	0.014059492859
8.721194798679	12	0.013147646714
9.818404766155	12	0.010373328612
10.227866098697	12	0.009559384552
11.024971148572	12	0.008227067807
11.794247796291	12	0.007188851358
12.276160422577	12	0.006635518890
12.613521866437	12	0.006285318229
13.226456671391	12	0.005716273146
13.740358697335	12	0.005296681508
18.153365483746	12	0.003034489906
0.361025826991	14	7.672262563459
3.381303304428	14	0.087464484766
4.287969680777	14	0.054387185906
4.529700299746	14	0.048737254756
4.730872239388	14	0.044680452262
5.630418141825	14	0.031544140781
5.927455376558	14	0.028461868884
6.586816780584	14	0.023048827283
7.115754753880	14	0.019749588756
7.413665346292	14	0.018194245226
7.689112966429	14	0.016914046375
8.202687428076	14	0.014862356511
9.105440878218	14	0.012061408938
9.766409484365	14	0.010484075536
10.206560174311	14	0.009599336132
10.856163167113	14	0.008484910697
11.569735221037	14	0.007470560031
12.303851101515	14	0.006605685099
12.976066056685	14	0.005939007922
15.114822963427	14	0.004377174601
0.000000000000	16	0.000000000000
3.004082810139	16	0.110809296995
3.650648865728	16	0.075034306768
4.063431145453	16	0.060563949670
4.694051656241	16	0.045384156790
4.890105836390	16	0.041818021610
5.749131265402	16	0.030254888077
6.090009550587	16	0.026962741783
6.721080711806	16	0.022137153601
7.622936107405	16	0.017208992314
8.106984635273	16	0.015215327341
9.036313357151	16	0.012246653616
11.062376745933	16	0.008171524932
12.105524294244	16	0.006823902182
12.589905696195	16	0.006308920370
15.310764224133	16	0.004265856702
3.435612416876	18	0.084721116915
3.834024957505	18	0.068028379979
4.460055182362	18	0.050271232832
5.220096788912	18	0.036698041616
6.180075080033	18	0.026182583517
7.346814298023	18	0.018526862355
7.935994290125	18	0.015878055171
10.210941796532	18	0.009591099548
12.621864731293	18	0.006277011972
3.433018028502	20	0.084849215592
4.076536825190	20	0.060175160914
5.473343253710	20	0.033380637733
6.121783552288	20	0.026683577750
10.334674236372	20	0.009362814452
