                                                  

       SCF,CCSD
   -56.91806294,   -57.33119384
   -56.90921965,   -57.29350163
   -56.85891692,   -57.28704517
   -56.65001329,   -57.00152467
   -56.70841984,   -57.05867375
   -56.18772551,   -56.50627830
   -55.33616538,   -55.62759040
   -54.04793805,   -54.31570009
   -53.11672706,   -53.38136556
   -53.84337795,   -54.11812556
   -53.54525234,   -53.81007004
   -52.32027653,   -52.56124549
   -44.18275878,   -44.34919365
   -39.19278628,   -39.30998889
   -33.28541581,   -33.38312997
   -19.46808163,   -19.51872582
                                                  
