                                                  

       SCF,CCSD
   -56.52847461,   -56.92937444
   -56.52092755,   -56.89227082
   -56.47274911,   -56.88663672
   -56.25865496,   -56.59689020
   -56.31703903,   -56.65539123
   -55.79262482,   -56.09879247
   -54.93911151,   -55.21900387
   -53.65218508,   -53.90927727
   -52.72239342,   -52.97691815
   -53.45356651,   -53.71960580
   -53.15515129,   -53.41169661
   -51.92986151,   -52.16137482
   -43.79462788,   -43.95351201
                                                  
