                                                  

        SCF,CCSD
   -108.29225325,   -109.1655497
   -108.30302039,   -109.1328165
   -108.21797480,   -109.1086359
   -108.28709151,   -109.1659770
   -108.12000772,   -108.9422623
   -108.06257086,   -108.9319421
   -107.70085160,   -108.4943460
   -107.49779717,   -108.3046223
   -106.95740322,   -107.7435299
   -105.39124330,   -106.0890200
   -103.08349102,   -103.6990828
    -99.92609715,   -100.4981417
                                                  
