                                                  

        SCF,CCSD
   -108.77360620,   -109.44540535
   -108.66212207,   -109.31347542
   -108.71966263,   -109.42839055
   -108.76803720,   -109.48527642
   -108.54179562,   -109.17205532
   -108.48982434,   -109.10042764
   -107.94479144,   -108.51349909
   -106.86731601,   -107.38390454
   -106.32960877,   -106.82022802
   -105.30438606,   -105.76338656
   -102.96531572,   -103.40130712
   -100.05113371,   -100.45642892
    -96.48565222,    -96.86287706
    -92.23847906,    -92.58942718
    -87.33251937,    -87.64793808
    -62.32095687,    -62.48099843
                                                  
