                                                  

       SCF,CCSD
   -56.69090908,   -57.10295730
   -56.68107095,   -57.06361628
   -56.63194631,   -57.05774564
   -56.41812736,   -56.76782848
   -56.47975232,   -56.82847212
   -55.95473927,   -56.27161526
   -55.10465740,   -55.39430167
   -53.82184032,   -54.08750882
   -52.89934693,   -53.16132415
   -53.63110306,   -53.90363805
   -53.32538364,   -53.58765629
   -52.10443429,   -52.34295869
   -43.98950803,   -44.15393304
                                                  
