                                                  

       SCF,CCSD
   -40.07676060,   -40.46048677
   -40.06511237,   -40.43496119
   -40.01406485,   -40.37385596
   -39.91631054,   -40.26659684
   -39.87285515,   -40.20822935
   -39.44629867,   -39.75170609
   -39.26103890,   -39.55570858
   -39.41091293,   -39.72124902
   -38.98846760,   -39.27367588
   -38.70122129,   -38.97853731
   -36.44201796,   -36.68139910
   -33.63220301,   -33.82248929
   -30.24651708,   -30.37563507
                                                  
