                                                  

        SCF,CCSD
   -108.15685880,   -108.9399389
   -108.16402331,   -108.9085887
   -108.08562024,   -108.8781014
   -108.14842530,   -108.9409607
   -107.98357110,   -108.7160931
   -107.93704878,   -108.7090813
   -107.56306861,   -108.2662733
   -107.36229176,   -108.0708258
   -106.83425708,   -107.5220217
   -105.28822099,   -105.8895814
   -102.96069225,   -103.4892794
    -99.72518762,   -100.2322042
                                                  
