                                                  

       SCF,CCSD
   -56.92346170,   -57.33004946
   -56.91534786,   -57.29220329
   -56.86658067,   -57.28662677
   -56.65330180,   -56.99742844
   -56.71270090,   -57.05586618
   -56.18835123,   -56.49981466
   -55.33578233,   -55.62024558
   -54.04989411,   -54.31066518
   -53.12098178,   -53.37746762
   -53.85524175,   -54.12316999
   -53.55355576,   -53.81131509
   -52.32937107,   -52.56354545
   -44.19287387,   -44.35363094
                                                  
