SCF,CCSD
-39.48442774, -39.83801488
-39.47300158, -39.81645689
-39.42269070, -39.75076217
-39.32555642, -39.64979391
-39.28338318, -39.58880812
-38.86274253, -39.14305771
-38.68118965, -38.95061569
-38.82904674, -39.10936248
-38.41173675, -38.67026988
-38.12926001, -38.38217181
-35.87029650, -36.08706447
-33.07440190, -33.24771241
-29.71911286, -29.84131428
-20.72676124, -20.80460931
-15.28852766, -15.34045251
-39.03712185, -39.32328002
