                                                  

       SCF,CCSD
   -56.87418270,   -57.28092756
   -56.86596998,   -57.24293135
   -56.81732913,   -57.23733748
   -56.60370468,   -56.94795718
   -56.66332760,   -57.00680676
   -56.13889559,   -56.45073865
   -55.28674509,   -55.57187816
   -54.00142668,   -54.26316910
   -53.07159183,   -53.32897431
   -53.80662372,   -54.07563421
   -53.50207169,   -53.76091652
   -52.28134666,   -52.51673388
   -44.12846315,   -44.29056658
                                                  
