                                                  

       SCF,CCSD
   -56.85620160,   -57.26121891
   -56.84851243,   -57.22384636
   -56.79986337,   -57.21826481
   -56.58711577,   -56.92978685
   -56.64578683,   -56.98761991
   -56.12237555,   -56.43260447
   -55.27005023,   -55.55355900
   -53.98435105,   -54.24448498
   -53.05435076,   -53.31030740
   -53.78784393,   -54.05532394
   -53.48487221,   -53.74216519
   -52.26389183,   -52.49778162
   -44.12813454,   -44.28869579
                                                  
