SCF
-15784.53302
-15784.53460
-15784.51685
-15784.34230
-15783.89277
-15784.19094
-15783.84044
-15782.79867
-15781.32053
-15779.34086
-15776.83077
-15775.38252
-15775.81975
-15773.80343
-15762.68407
-15756.15900
