                                                  

        SCF,CCSD
   -109.34330679,   -110.00027233
   -109.23138843,   -109.86808868
   -109.28791612,   -109.98192161
   -109.33789343,   -110.04069986
   -109.11074511,   -109.72631860
   -109.06019850,   -109.65612495
   -108.51464405,   -109.06923266
   -107.43787588,   -107.94110333
   -106.89669489,   -107.37334179
   -105.87549869,   -106.32190977
   -103.53437436,   -103.95860819
   -100.61780888,   -101.01219630
    -97.04977763,    -97.41687730
    -92.80049036,    -93.14196921
    -87.89388615,    -88.20047410
    -62.60274546,    -62.75906032
                                                  
