                                                  

       SCF,CCSD
   -56.38769116,   -56.79346473
   -56.37988961,   -56.75609869
   -56.33200080,   -56.75042092
   -56.11697328,   -56.46078176
   -56.17656997,   -56.51980178
   -55.65082787,   -55.96264489
   -54.79798215,   -55.08330597
   -53.51327264,   -53.77522433
   -52.58734858,   -52.84558950
   -53.32491499,   -53.59379780
   -53.00226912,   -53.26040978
   -51.79571451,   -52.03108983
   -43.64857771,   -43.81045803
                                                  
