                                                  

       SCF,CCSD
   -56.86611979,   -57.27121474
   -56.85802859,   -57.23342106
   -56.80927299,   -57.22776240
   -56.59616801,   -56.93886732
   -56.65546817,   -56.99734850
   -56.13149208,   -56.44174401
   -55.27927237,   -55.56279815
   -53.99371481,   -54.25385927
   -53.06387616,   -53.31984497
   -53.79826995,   -54.06578042
   -53.49437690,   -53.75167897
   -52.27342531,   -52.50732443
   -44.13841886,   -44.29891640
                                                  
