                                                  

       SCF,CCSD
   -40.57438809,   -40.94400765
   -40.54757591,   -40.90749917
   -40.52217949,   -40.86811192
   -40.39314226,   -40.79436794
   -40.39714782,   -40.73654985
   -40.37585333,   -40.69844042
   -39.93310493,   -40.22817518
   -39.75506076,   -40.03997501
   -39.92454522,   -40.22345214
   -39.48252998,   -39.75736862
   -39.19735901,   -39.46605921
   -36.84509414,   -37.07764978
   -33.94351435,   -34.12956460
   -30.47115555,   -30.59990618
   -21.20496879,   -21.28521030
   -15.61790930,   -15.67074364
   -40.11476672,   -40.41650497
                                                  
